title,artist,album,release_date,url,image_url,year,genre,mood
Ustaha Ganamu,Saketh Komanduri,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/2tpr7RDkF3999DDj1hj2lf,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Sainyamulaku Adhipathi,Ramu,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/1jr9DeQQ1gS1U5ntHCu8Jt,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Dayaluda,Saketh Komanduri,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/7u4OPEwZXW0LkxsrOSaYM8,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Vedithini Krupa,Rahul,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/0Z3iIixYhvLLcIgJgkjnaw,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Israyelu,Rahul,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/1u6DEXUV6FIvkB40bmueNi,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Evani Pampedano,Jolly Antony,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/5uVzEzNpAWRTXc5CyVuLZv,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Prabhuvu Athyunnathudu,Rahul,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/7ypSzp0CVItGiw5Q8G4Qjq,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Roopinchu Hastamulo,Saketh Komanduri,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/4ClE9mGtxSnDieGtShSHGO,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Aaradhana Sthuthi,Saketh Komanduri,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/4amToLwp8bX9S1dEJHBksv,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Krupamayuda,Rahul,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/1llCdLgpnN3KHI32ZlHNIZ,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Nannu Rakshinchina,Jolly Antony,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/4QzqZS9ar09ImkyXwGlLOT,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Aaradhinche,Saketh Komanduri,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/4YgUJTqqwxAB98OczVDrzw,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Adhbhuthakarudu,Jolly Antony,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/0IdTEBzzsgTTJtt47VEBik,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Kadu Naa Chithamu,Rahul,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/1vInWkixxq0L5AmmXa8Hsv,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Neevu Adagaka Munupe,Saketh Komanduri,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/797SAY0RuF40InAWYeprWO,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Saswatha Prematho,Rahul,Dayamayudu (Telugu Christian songs),2000,https://open.spotify.com/track/7hMiFBEa0SN6OAjIiPLvJc,https://i.scdn.co/image/ab67616d0000b2732630137c3b1c57da09069092,2000,Romantic,Happy
Bhumi Akasam,Saketh Komanduri,Krupamayuda (Telugu Christian songs),2000,https://open.spotify.com/track/559etULiIyn8nQjijBNfrY,https://i.scdn.co/image/ab67616d0000b273cc0ea9e7b7a4f027ca869bf8,2000,Romantic,Happy
Bhaktha Mandhaara - Dandakam,Ghantasala,Prathahsmaranam Telugu Devotional Songs,2001-01-10,https://open.spotify.com/track/5mNHAKSx1rnh2Q00nvnqqA,https://i.scdn.co/image/ab67616d0000b2736a15f671d002e815f954e071,2001,Romantic,Happy
Slokam - Sri Rama,Ghantasala,Prathahsmaranam Telugu Devotional Songs,2001-01-10,https://open.spotify.com/track/7qsNsJbDC0hYXjTHUnzf39,https://i.scdn.co/image/ab67616d0000b2736a15f671d002e815f954e071,2001,Romantic,Happy
Shree Seetha Ramula Kalyanam,Ramakrishna,Marriage Songs From Telugu Films,2002-05-08,https://open.spotify.com/track/2q8K8sGfIDz4S2XSZHpMQ1,https://i.scdn.co/image/ab67616d0000b2735c2cf4e85859597189c753de,2002,Romantic,Happy
Bangaru Bomma Raveme,Ramakrishna,Marriage Songs From Telugu Films,2002-05-08,https://open.spotify.com/track/5Yrxtw702eFttlpiuVnO5s,https://i.scdn.co/image/ab67616d0000b2735c2cf4e85859597189c753de,2002,Romantic,Happy
Kotha Pelli Kuthuraa,Ramakrishna,Marriage Songs From Telugu Films,2002-05-08,https://open.spotify.com/track/7xy2DD8O7jeMFBZhCocevK,https://i.scdn.co/image/ab67616d0000b2735c2cf4e85859597189c753de,2002,Romantic,Happy
Akasha Pandirilo,Ramakrishna,Marriage Songs From Telugu Films,2002-05-08,https://open.spotify.com/track/09DNAtlCP4J9grRlXJAsai,https://i.scdn.co/image/ab67616d0000b2735c2cf4e85859597189c753de,2002,Romantic,Happy
Mela Thalalatho,Ramakrishna,Marriage Songs From Telugu Films,2002-05-08,https://open.spotify.com/track/0GEGCklzLyi9ulE8VvDFXu,https://i.scdn.co/image/ab67616d0000b2735c2cf4e85859597189c753de,2002,Romantic,Happy
Oh Madhanaa Manasayera,S. Janaki,Manasu Parimalinchene - Telugu Old Hit Film Songs,2002-01-03,https://open.spotify.com/track/2vtZLZTdC6IyKqSqZAHFcQ,https://i.scdn.co/image/ab67616d0000b2735994f1b1192115cd5dc1b7f9,2002,Romantic,Happy
Pelli Chesukoni,Ramakrishna,Marriage Songs From Telugu Films,2002-05-08,https://open.spotify.com/track/5XIbxNUPnRBuX0gdrqZ5yy,https://i.scdn.co/image/ab67616d0000b2735c2cf4e85859597189c753de,2002,Romantic,Happy
Significance Of Gaya Thri Mantra (Telugu),Swami Sukhabodhananda,Gayatri Mantra,2002-09-03,https://open.spotify.com/track/24CrFFRPdwfkKQA1MfsUwd,https://i.scdn.co/image/ab67616d0000b273ddcd446f0da7c006a6225cb7,2002,Romantic,Happy
Telugu Bhasha,S. P. Balasubrahmanyam,Neeku Nenu Naaku Nuvvu (Original Motion Picture Soundtrack),2003-08-15,https://open.spotify.com/track/1Vl19ZgxNK9LJbT1sQoD32,https://i.scdn.co/image/ab67616d0000b27332d987a38169986a308bb82e,2003,Romantic,Happy
Maa Telugu Talliki,Tanguturi Suryakumari,Golden Hour Basic Songs Of Tanguturi Suryakumari,2003-01-05,https://open.spotify.com/track/6896SV2Hs4o9bKku7sHZ7Z,https://i.scdn.co/image/ab67616d0000b27316bf816aed2413dcb8c24205,2003,Romantic,Happy
Mandalola,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/7ETdWYT4OPBwdvfRNgerUg,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Thaalelo,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/4IhE5yjynm2loPCHSXzDBE,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Entha Challani,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/115Yq1QGfZociPDr4vnpWc,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Sandhulona Bayanti,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/4lT6Ses3MJvQAt0INqi8XU,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Laali Lalamma Laali,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/5bGkdiTuiWB6G1CowlU3df,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Vayasu Pongu,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/1rZXil9o82y9eFlKVXb4M2,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Enthati Vaadoy,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/42ZMRLxpN8UDW9MG8VV7Kg,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Mancha Digave,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/5jqHxAx64LPI98hDMT1DX8,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Tekumanu Kottichehi,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/0U4EEVFoNwB7o3SYrWY70p,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Holi Holi,A. Anasuya Devi,Telugu Folk Songs,2003-01-11,https://open.spotify.com/track/1FlYg2XIqx8UGCJkWd1y1F,https://i.scdn.co/image/ab67616d0000b27373db6884e55ac948b2fcf1b6,2003,Romantic,Happy
Katha(In Telugu),Kasinath Tataa,Sri Thulasi Pooja Vratam (With Sanskrit),2003-12-04,https://open.spotify.com/track/2D7etNvQtgdicptCJmEHyP,https://i.scdn.co/image/ab67616d0000b2738324d84dabff61e1cb99ee3a,2003,Romantic,Happy
Melukora Teluguvaada,Raavu Balasaraswathi,Golden Hour Raavu Balasaraswathi Songs,2003-10-28,https://open.spotify.com/track/7H6JKIis1lpXjZiTvIYCKf,https://i.scdn.co/image/ab67616d0000b27330366d766a858f77bcfa1afc,2003,Romantic,Happy
Jana Gana Mana,Military Band,Vande Mataram Patriotic Songs - Telugu,2003-12-17,https://open.spotify.com/track/32PDtqIwnDDgEcN3hlzfgl,https://i.scdn.co/image/ab67616d0000b27356dbed9942746888d30d9d65,2003,Romantic,Happy
Vandhe Maatharam,Air Orchestra,Vande Mataram Patriotic Songs - Telugu,2003-12-17,https://open.spotify.com/track/2XEAOtKg7ld4urmkSrrEfZ,https://i.scdn.co/image/ab67616d0000b27356dbed9942746888d30d9d65,2003,Romantic,Happy
Maadhi Swatantra Desam,Tanguturi Suryakumari,Vande Mataram Patriotic Songs - Telugu,2003-12-17,https://open.spotify.com/track/2YnpSSqVgQ1HSX6U3BWQ32,https://i.scdn.co/image/ab67616d0000b27356dbed9942746888d30d9d65,2003,Romantic,Happy
Desamunu Preminchumammaa,Tanguturi Suryakumari,Vande Mataram Patriotic Songs - Telugu,2003-12-17,https://open.spotify.com/track/1HE56p4AvF8LZ3X7rzI2hX,https://i.scdn.co/image/ab67616d0000b27356dbed9942746888d30d9d65,2003,Romantic,Happy
Om Shree Sai Naathaya Namah,Mahendra Kapoor,Om Shri Sai Sagun Upasana (Telugu),2003-05-15,https://open.spotify.com/track/5KWtlgYmf2NjTmA4B1MiYI,https://i.scdn.co/image/ab67616d0000b27377782dfc718fc3998c35ec7b,2003,Romantic,Happy
Om Sai Shree Sai Jai Jai Sai,Mahendra Kapoor,Om Shri Sai Sagun Upasana (Telugu),2003-05-15,https://open.spotify.com/track/11OE3KTT99cxgLs98fLGWn,https://i.scdn.co/image/ab67616d0000b27377782dfc718fc3998c35ec7b,2003,Romantic,Happy
Ra Ra Telugu,Rajesh,Apthamithra,2004-08-26,https://open.spotify.com/track/2zlxLo9Nkrs2w2pwwER9xd,https://i.scdn.co/image/ab67616d0000b273cd9273934e3380bcb3f7e4e3,2004,Romantic,Happy
Khseerabdhi Kanyakaku,Shobha Raju,Top 25 Telugu Songs Non Film,2004-12-31,https://open.spotify.com/track/6N24olfTOtYL8O1PiCUPRe,https://i.scdn.co/image/ab67616d0000b273507a75414dc33b53ee721d97,2004,Romantic,Happy
Telugu Bhasaye Matru Bhashara,P. Susheela,Chandamaama Raave,2004-05-31,https://open.spotify.com/track/20qVCMRgL1ivJ6GYwuaQmb,https://i.scdn.co/image/ab67616d0000b273a0e0f0edae2f5467016b7c85,2004,Romantic,Happy
Telugu,Rudresh Mahanthappa,Mother Tongue,2004-05-10,https://open.spotify.com/track/7ddOUei083SQMc3t3INLBj,https://i.scdn.co/image/ab67616d0000b273b4435499d95eefd013b6d460,2004,Romantic,Happy
Telugu Vari Pelli,S. P. Balasubrahmanyam,Sravana Masam,2005-01-12,https://open.spotify.com/track/0FIvsWraooyP5aedMfmO7l,https://i.scdn.co/image/ab67616d0000b2732bad6028ccfc87ce8a029fa8,2005,Romantic,Happy
Vathapi Ganapathim,Ghantasala,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/48XiNpyocmJLOIKkytOOL3,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Suklambaratharam,Ghantasala,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/69pE4zBaZnOJw5VY1ZIZgw,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Kamala Nayana - Language: Telugu,Mahanadhi Shobana,Sree Narayana,2005-09-15,https://open.spotify.com/track/0h0GQcNXgrBJs9msUyUEpG,https://i.scdn.co/image/ab67616d0000b273ddf05976bed7be02380002b2,2005,Romantic,Happy
Yathra Yathra - Invocation Sloka - Paruna,Aruna,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/6M76FW180skLljzQvqR7EA,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Idigo Bhadradri - Paruna,Aruna,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/04b2me6dTq5dITSJUwy28R,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Diname Sudinamu - Paruna,Aruna,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/79f6BxY0yttpTfTFcwuJLX,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Yemayya Rama - Paruna,Aruna,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/7kuurD5QfC38gYAa95sJ7E,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Dasaradharama - Paruna,Aruna,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/2fa4ttjU6U4A0AyqJjM0t4,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Rama Dayachudave - Paruna,Aruna,Deiva Sthuthi Telugu Devotional Songs,2005-01-01,https://open.spotify.com/track/3rFHLN2EidgrF04UZFaBE7,https://i.scdn.co/image/ab67616d0000b2733577c8e6564e91d911685540,2005,Romantic,Happy
Idi Acchamaina Telugu,Udit Narayan,Jabili,2005-01-01,https://open.spotify.com/track/0MI6ruv7UbA4l687Ofkg5Q,https://i.scdn.co/image/ab67616d0000b2736acebfeb1c7842d26e971946,2005,Romantic,Happy
Narayanathe - Language:telugu,Mahanadhi Shobana,Sree Narayana,2005-09-15,https://open.spotify.com/track/6EDaoZ7dMOwvwEA3gDbOdb,https://i.scdn.co/image/ab67616d0000b273ddf05976bed7be02380002b2,2005,Romantic,Happy
Dukha Naasha Kaaranam,Narasimha Naik,Sri Hari Dhyanam Telugu,2005-12-10,https://open.spotify.com/track/3Fp12G6fSX56kNEoJRX9Ua,https://i.scdn.co/image/ab67616d0000b273c369c7cad0fd99e7d7a6600e,2005,Romantic,Happy
Yesu Janmapundhinambu,D. Pushpalatha,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/3sb2h2p3AsgkGAtnioUzll,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Naama Sankerthanana,Narasimha Naik,Sri Hari Dhyanam Telugu,2005-12-10,https://open.spotify.com/track/0KrNgVCHsMciZBj0YLY31o,https://i.scdn.co/image/ab67616d0000b273c369c7cad0fd99e7d7a6600e,2005,Romantic,Happy
Oh Baatasaari - Spbalasubramaniam,S. P. Balasubrahmanyam,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/2QAJxCGpy8fibHLOFAetcF,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Halle Luyayani Paadi,Jikki,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/2MTQVTHu9bUNwP9khDhzB9,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Nee Dhanamu Nee Ghanamu,Jikki,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/7a2OcMFvfAu9YF5ESJxLs2,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Bethlehemu,D. Pushpalatha,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/2HmMnhBlZ7IBS7sY9kBH3T,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Sangamu,G. Nageshwara Naidu,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/0gNPClpujZKNWAYnXXalj9,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Nirisindi Taara,S. Janaki,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/1KF5uvaddD7k6cVzxn5oWH,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Preme Neevaithe,S. P. Balasubrahmanyam,Christain Devotional Songs - Telugu,2005-11-30,https://open.spotify.com/track/6ZVczRH6fs9AzbBZnrQum4,https://i.scdn.co/image/ab67616d0000b273d7c07813fe8272f98d000fb1,2005,Romantic,Happy
Sri Sathyanarayana Charithamu,G.S.Ramakrishna,Sri Sathyanarayana Charithamu: (Telugu Harikatha),2005-03-01,https://open.spotify.com/track/5nxy7tT00mzDqrnIMCkYJ8,https://i.scdn.co/image/ab67616d0000b273a828e98aeba1c25f543bc8da,2005,Romantic,Happy
Crazy Ayyane,Pritam,Dhoom:2 - Telugu,2006-11-10,https://open.spotify.com/track/7zjeG9RUcXt21Vn1Qfbsjo,https://i.scdn.co/image/ab67616d0000b273f23df1f3cb48c7db418b7c5a,2006,Romantic,Happy
Touch Me,Pritam,Dhoom:2 - Telugu,2006-11-10,https://open.spotify.com/track/3YqInaEoH0YRVuqDXRx23H,https://i.scdn.co/image/ab67616d0000b273f23df1f3cb48c7db418b7c5a,2006,Romantic,Happy
Crazy Remix,Pritam,Dhoom:2 - Telugu,2006-11-10,https://open.spotify.com/track/1VUNbqLL5CXfOzek4Vob6W,https://i.scdn.co/image/ab67616d0000b273f23df1f3cb48c7db418b7c5a,2006,Romantic,Happy
Dhoom Again,Pritam,Dhoom:2 - Telugu,2006-11-10,https://open.spotify.com/track/5MeEkyUQDcJDGk1zrJTRZk,https://i.scdn.co/image/ab67616d0000b273f23df1f3cb48c7db418b7c5a,2006,Romantic,Happy
Rajukunna Segalalona,Pritam,Dhoom:2 - Telugu,2006-11-10,https://open.spotify.com/track/3lv8AJ18nTEPkVTeBbbhkJ,https://i.scdn.co/image/ab67616d0000b273f23df1f3cb48c7db418b7c5a,2006,Romantic,Happy
My Name Is Ali,Pritam,Dhoom:2 - Telugu,2006-11-10,https://open.spotify.com/track/4lCf6S3U12uuRLLtkKsPRY,https://i.scdn.co/image/ab67616d0000b273f23df1f3cb48c7db418b7c5a,2006,Romantic,Happy
"Kanhaiya Gokulum Vachade (From ""Krishna - Makhan Chor"")",Krishna The Great (Telugu),"Kanhaiya Gokulum Vachade (From ""Krishna - Makhan Chor"")",2006-09-02,https://open.spotify.com/track/3qCCsXtPSxsJm9ySdrRZKT,https://i.scdn.co/image/ab67616d0000b2739a7cc16390485777b82b9b98,2006,Romantic,Happy
"Venna Donga (From ""Krishna - Makhan Chor"")",Krishna The Great (Telugu),"Venna Donga (From ""Krishna - Makhan Chor"")",2006-09-02,https://open.spotify.com/track/0rBlYU6Jin3jIsZwPFFMqi,https://i.scdn.co/image/ab67616d0000b2739d99002563e04f9bbdee4601,2006,Romantic,Happy
Birana Brovahite,M. S. Viswanathan,Telugu Compositions - A Classic Collection,2006-12-31,https://open.spotify.com/track/0rzwSkflRx3BWO4rhW68mq,https://i.scdn.co/image/ab67616d0000b273b7e2f06e20721e96471e2077,2006,Romantic,Happy
Subliminal Learn Telugu - Ocean Soundscape Track,Brainwave Mind Voyages,Subliminal Learn Telugu,2006-11-11,https://open.spotify.com/track/7to5u89ZlN5WcpFPV4Tt16,https://i.scdn.co/image/ab67616d0000b273fd558191a2c48a9e3847c8ff,2006,Romantic,Happy
Subliminal Learn Telugu - Silent Ultrasonic Track,Brainwave Mind Voyages,Subliminal Learn Telugu,2006-11-11,https://open.spotify.com/track/55WlNw5XX3JE5J6BolX9Zc,https://i.scdn.co/image/ab67616d0000b273fd558191a2c48a9e3847c8ff,2006,Romantic,Happy
Nilaala Nee Kallu (Telugu),"Raju, Sunitha",Viyyala Vari Kayyalu,2007-11-02,https://open.spotify.com/track/06hkysFzLzCYmMLC3tbM7b,https://i.scdn.co/image/ab67616d0000b2736ef9869f2c8c0cb7c7d87dda,2007,Romantic,Happy
Paper News,Dimili Podugu Manishi,Telugu Basic Drama Songs,2007-02-24,https://open.spotify.com/track/0JCtHcVtElnfSFim55bDY6,https://i.scdn.co/image/ab67616d0000b273427e37eb0e58500d866d0fe1,2007,Romantic,Happy
Aamani Ruthuve,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/7yB169gdnxjqMFgaw4FPvg,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Azeem O Shaan,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/2i1qQuPEmc4Z4SsA1GEklT,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Aamani Ruthuve - Instrumental,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/6I9YlxCmq2PkVGfaUmPBdm,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Thiya Thiyani,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/1rTBu1MBm7QPMiHAl8RqjC,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Hey Shona,Vishal-Shekhar,Ta Ra Rum Pum - Telugu,2007-04-03,https://open.spotify.com/track/0pQ1wgWszm4PRX1BwNFUqp,https://i.scdn.co/image/ab67616d0000b273d77d858b78d5a500e5fe7067,2007,Romantic,Happy
Natho Forever,Vishal-Shekhar,Ta Ra Rum Pum - Telugu,2007-04-03,https://open.spotify.com/track/5msi44NxPkpA1RsKPCxbYf,https://i.scdn.co/image/ab67616d0000b273d77d858b78d5a500e5fe7067,2007,Romantic,Happy
Manmohana,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/65hOQaVWT2p2YUQj8XTIX4,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Vinukora,Vishal-Shekhar,Ta Ra Rum Pum - Telugu,2007-04-03,https://open.spotify.com/track/2pThjy4MkycNckqoHUUthQ,https://i.scdn.co/image/ab67616d0000b273d77d858b78d5a500e5fe7067,2007,Romantic,Happy
Khwaja Ma Khwaja,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/6lFY9FHX45ebYw9F7qy9Wq,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Oh Baatasari,S. P. Balasubrahmanyam,Prabhuvuku Pranathulu (Telugu),2007-05-20,https://open.spotify.com/track/70wR8YY0lzG4rgj7EgYqtG,https://i.scdn.co/image/ab67616d0000b27371092203b2abc9eb9677a139,2007,Romantic,Happy
Khwaja Ma Khwaja - Instrumental,A.R. Rahman,Jodhaa Akbar (Telugu) [Original Motion Picture Soundtrack],2007-12-31,https://open.spotify.com/track/55mhSwo2JkqSi5Avfv3gcu,https://i.scdn.co/image/ab67616d0000b2733009a314d1c5bec40dc73aa9,2007,Romantic,Happy
Ta Ra Ra Ra Rum Tararumpum,Vishal-Shekhar,Ta Ra Rum Pum - Telugu,2007-04-03,https://open.spotify.com/track/3y71NPPTMbm24FF7YiDrBT,https://i.scdn.co/image/ab67616d0000b273d77d858b78d5a500e5fe7067,2007,Romantic,Happy
Ee Suprabhatana,S. P. Balasubrahmanyam,Prabhuvuku Pranathulu (Telugu),2007-05-20,https://open.spotify.com/track/4i9RnXIZTFxzWHaHq1cyOk,https://i.scdn.co/image/ab67616d0000b27371092203b2abc9eb9677a139,2007,Romantic,Happy
"Manasantha Neeve (From ""Krishna Kans Vadh"")",Krishna The Great (Telugu),"Manasantha Neeve (From ""Krishna Kans Vadh"")",2007-09-01,https://open.spotify.com/track/7bHGSx0qGtoLehOOgNGOS0,https://i.scdn.co/image/ab67616d0000b273b80df3ed78ef94b554797835,2007,Romantic,Happy
Ta Ra Rum Pum,Vishal-Shekhar,Ta Ra Rum Pum - Telugu,2007-04-03,https://open.spotify.com/track/6XN4q4IRtjfRq6PkjNhRVn,https://i.scdn.co/image/ab67616d0000b273d77d858b78d5a500e5fe7067,2007,Romantic,Happy
Chinduleyi,Vishal-Shekhar,Ta Ra Rum Pum - Telugu,2007-04-03,https://open.spotify.com/track/1AOwCLHaOOfKK1XYsXXjKm,https://i.scdn.co/image/ab67616d0000b273d77d858b78d5a500e5fe7067,2007,Romantic,Happy
Kadasari Sishyulaku,S. P. Balasubrahmanyam,Prabhuvuku Pranathulu (Telugu),2007-05-20,https://open.spotify.com/track/20MJDcesintz3BocWa8T7x,https://i.scdn.co/image/ab67616d0000b27371092203b2abc9eb9677a139,2007,Romantic,Happy
Andagattela Sanghaniki,Praveen,Paara Hushar (Telugu),2007-01-01,https://open.spotify.com/track/0mGM7y19JPxv19FIt50iDs,https://i.scdn.co/image/ab67616d0000b273a7b6e319f8964bed4af724ab,2007,Romantic,Happy
Naakunnadi,S. P. Balasubrahmanyam,Prabhuvuku Pranathulu (Telugu),2007-05-20,https://open.spotify.com/track/6duC40A9ufAuQQga49SSaE,https://i.scdn.co/image/ab67616d0000b27371092203b2abc9eb9677a139,2007,Romantic,Happy
Nee Paadasevaye,S. P. Balasubrahmanyam,Prabhuvuku Pranathulu (Telugu),2007-05-20,https://open.spotify.com/track/3fy1xdm4pMoOg6NxEvYWs2,https://i.scdn.co/image/ab67616d0000b27371092203b2abc9eb9677a139,2007,Romantic,Happy
